@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'sorry but this answer is completely out of sync with the question i.e it\'s a load of rubbish -',bad
cunt,bad
'also whoever up voted this should have their voting rights suspended.',bad
'let\'s not. i\'m not interested.',bad
'v me anytime any place',bad
'stackoverflow is not here to do your code writing.',bad
'well gee i would think exact output and source was detailed enough i guess im not up to your standards should i post memory dumps too? that detailed enough for you?',bad
'how can you help others being dumb',bad
'would the retarded monkey that downvoted this working answer please explain why?',bad
'please fuck off',bad
'go fuck yourself idiot',bad
'you fucking morron!',bad
'you\'ve been here long enough to know you have to show effort.',bad
'or something the kids theses day seem incapable of actual thought',bad
'c\'mon now really? or is this some kind of code golf?',bad
'i think it is not ur business. i did not want the whole solution. i wanted the way to do it.',bad
'what of load of shite!',bad
'four star programming wow!',bad
'dude its a psuedocode not supposed to work unlike just talking in gibberish',bad
'four star programming wow! this must be really good code!',bad
'sigh read a book on it dude it\'s like something you learn in comp sci .',bad
'this whole qa is embarrassing and sad.',bad
'why do you still have the bizarre array-whatever thing there bra ? you realise that\'s going to sit around on the net for like years o',bad
'then you need to say how or just be cranky like you\'re right now.',bad
'don\'t bump old crappy questions unless your intent is to actually improve them adding backstory or complaining about a downvote is not improving your question.',bad
'don\'t nag me please. that\'s just annoying. i\'m not your servant. i don\'t owe you anything. now i don\'t feel like helping you.',bad
'i want my post deleted indian black ass idiot',bad
'delete the fucking post',bad
'dont fucking review my post with - idiotfucker',bad
'and list refers to reading a list in the resultset. i don\'t wipe the ass of the programmer.',bad
'go away!',bad
'sorry didn\'t know about your stupid website roles',bad
'please use the mass in your head!',bad
'utter rubbish.',bad
'i fixed it so your simple mind can see through the mud.',bad
'so you are asking others to write the code for you? what did you try so far?',bad
'nice did you scribbled your gfex gf name?',bad
'fucking missprint ! thanks dude',bad
'terrible answer and terrible choice of date as an example!',bad
'i just took out the upvote given to you as there is an unfair downvote on my post.',bad
'you are a wanker fuck off',bad
'you have databases and you don\'t know much about dba work. poor you.',bad
'wtf? op edited the question with comment wordpress added as tags explained the error. where is the explaning?',bad
'poor you indeed. transfer in excel? when there are real etl tools out there?',bad
'isnt easier as write an question just google for bash arrary tutorial?',bad
'i don\'t know because probably he is god or devil or angel or some spooky scientist who can see the future edit.',bad
'very fucking user\'s on this site never read the question always try to down vote new comer even they leave this palate form.',bad
'yes you can do it. but you have to make a good question and right format.',bad
'rod kinda kindergarden issue',bad
'switch your major to the humanities. programming doesn\'t seem to suit you.',bad
'need? no want against their terms your a bottom feeder go back to the hole you came from.',bad
'i do hope you are doing this as a infant school project and not for a company that is actually going to offer loans.',bad
'your a f\'in bitch',bad
'my problem is now soloved .funke all of you no one help me this is fucking websit',bad
'it is for you. stop to act as child.',bad
'from your general behavior not particularly this case.',bad
'why you chatting shit',bad
'i do not understand what did you expect?! or i did not need to answer at all that you click down vote button!',bad
'serious minus ? so you know that its not good question?so tell me the damned answer then geniouses!',bad
'you suck dude..',bad
'are you high?',bad
'great title - will really help others.',bad
'what part of google is your friend don\'t you understand?',bad
'oh please. try harder. and what part of google is your friend don\'t you understand?',bad
'and naming it like this instead of using the proper api to decide on the folder is smart because of?',bad
'because you sometimes need a loop in a loop. what is your problem? maybe you learn programming from a book not by looking at code?',bad
'what good are tutorials if you don\'t make the effort?',bad
'oh and also please format your code it\'s hurting my brain.',bad
'op didnt say that. take off you downvote please',bad
'this is fucking shit awesome to know that you know such important bullshits',bad
'backand is a horrible framework. do not waste your precious time on backand.',bad
'so one clarifies things how? microsoft telepathy update? moron.',bad
'how the hell would that work?',bad
'wishing it away got it big man',bad
'can i say a bad word because holy fuck you solved my problem wow like thank you so much! i was so close to giving up! it worked. thank you!',bad
'anyone with answers as this would have pressing reasons not to reveal their real name .',bad
'have you tried it yourself yet? if so have you encountered a problem accomplishing your goal? or do you think so is a do-your-homework-for-free site?',bad
'who is the coward who downvoted my question without revealing himself?',bad
'thanks will figure it out f u',bad
'i have showed what i have done now tell me and you r stay in your limits',bad
